x y color
540236 6.65623e+06 2
540286 6.65623e+06 2
540336 6.65623e+06 2
540386 6.65623e+06 2
540436 6.65623e+06 2
540486 6.65623e+06 2
540536 6.65623e+06 2
540586 6.65623e+06 2
540636 6.65623e+06 2
540686 6.65623e+06 2
540736 6.65623e+06 2
540786 6.65623e+06 2
540836 6.65623e+06 2
540886 6.65623e+06 2
540936 6.65623e+06 2
540986 6.65623e+06 2
541036 6.65623e+06 1
541086 6.65623e+06 1
541136 6.65623e+06 1
541186 6.65623e+06 1
541236 6.65623e+06 1
540236 6.65654e+06 3
540286 6.65654e+06 3
540336 6.65654e+06 3
540386 6.65654e+06 3
540436 6.65654e+06 3
540486 6.65654e+06 3
540536 6.65654e+06 3
540586 6.65654e+06 3
540636 6.65654e+06 2
540686 6.65654e+06 2
540736 6.65654e+06 2
540786 6.65654e+06 2
540836 6.65654e+06 2
540886 6.65654e+06 2
540936 6.65654e+06 2
540986 6.65654e+06 2
541036 6.65654e+06 2
541086 6.65654e+06 2
541136 6.65654e+06 2
541186 6.65654e+06 2
541236 6.65654e+06 2
540236 6.65685e+06 1
540286 6.65685e+06 1
540336 6.65685e+06 1
540386 6.65685e+06 1
540436 6.65685e+06 1
540486 6.65685e+06 1
540536 6.65685e+06 3
540586 6.65685e+06 3
540636 6.65685e+06 3
540686 6.65685e+06 3
540736 6.65685e+06 3
540786 6.65685e+06 2
540836 6.65685e+06 2
540886 6.65685e+06 3
540936 6.65685e+06 3
540986 6.65685e+06 3
541036 6.65685e+06 3
541086 6.65685e+06 3
541136 6.65685e+06 3
541186 6.65685e+06 3
541236 6.65685e+06 2
540332 6.65614e+06 2
540332 6.65619e+06 3
540332 6.65624e+06 3
540332 6.65629e+06 3
540332 6.65634e+06 3
540332 6.65639e+06 3
540332 6.65644e+06 3
540332 6.65649e+06 3
540332 6.65654e+06 3
540332 6.65659e+06 3
540332 6.65664e+06 3
540332 6.65669e+06 3
540332 6.65674e+06 3
540332 6.65679e+06 3
540332 6.65684e+06 2
540332 6.65689e+06 2
540332 6.65694e+06 2
540332 6.65699e+06 2
540332 6.65704e+06 2
540332 6.65709e+06 2
540332 6.65714e+06 2
540642 6.65614e+06 2
540642 6.65619e+06 2
540642 6.65624e+06 2
540642 6.65629e+06 2
540642 6.65634e+06 2
540642 6.65639e+06 2
540642 6.65644e+06 2
540642 6.65649e+06 2
540642 6.65654e+06 2
540642 6.65659e+06 2
540642 6.65664e+06 3
540642 6.65669e+06 3
540642 6.65674e+06 3
540642 6.65679e+06 3
540642 6.65684e+06 3
540642 6.65689e+06 3
540642 6.65694e+06 3
540642 6.65699e+06 2
540642 6.65704e+06 2
540642 6.65709e+06 1
540642 6.65714e+06 1
540952 6.65614e+06 2
540952 6.65619e+06 2
540952 6.65624e+06 2
540952 6.65629e+06 2
540952 6.65634e+06 2
540952 6.65639e+06 2
540952 6.65644e+06 2
540952 6.65649e+06 2
540952 6.65654e+06 2
540952 6.65659e+06 2
540952 6.65664e+06 2
540952 6.65669e+06 2
540952 6.65674e+06 2
540952 6.65679e+06 2
540952 6.65684e+06 3
540952 6.65689e+06 3
540952 6.65694e+06 3
540952 6.65699e+06 2
540952 6.65704e+06 2
540952 6.65709e+06 2
540952 6.65714e+06 2
