x y color
540230 6.65623e+06 3
540280 6.65623e+06 3
540289 6.65623e+06 3
540339 6.65623e+06 3
540389 6.65623e+06 3
540439 6.65623e+06 3
540489 6.65623e+06 3
540539 6.65623e+06 3
540589 6.65623e+06 3
540639 6.65623e+06 3
540689 6.65623e+06 3
540739 6.65623e+06 3
540789 6.65623e+06 3
540839 6.65623e+06 3
540889 6.65623e+06 3
540939 6.65623e+06 3
540986 6.65623e+06 2
541036 6.65623e+06 2
541086 6.65623e+06 2
541136 6.65623e+06 2
541186 6.65623e+06 2
541236 6.65623e+06 2
540230 6.65653e+06 3
540280 6.65653e+06 3
540330 6.65653e+06 3
540380 6.65653e+06 3
540430 6.65653e+06 3
540480 6.65653e+06 3
540530 6.65653e+06 3
540580 6.65653e+06 3
540582 6.65653e+06 3
540632 6.65653e+06 3
540682 6.65653e+06 3
540732 6.65653e+06 3
540736 6.65653e+06 2
540786 6.65653e+06 2
540814 6.65653e+06 2
540864 6.65653e+06 2
540914 6.65653e+06 2
540964 6.65653e+06 2
541014 6.65653e+06 2
541064 6.65653e+06 2
541114 6.65653e+06 2
541164 6.65653e+06 2
541214 6.65653e+06 2
541264 6.65653e+06 2
540230 6.65683e+06 1
540280 6.65683e+06 1
540330 6.65683e+06 1
540380 6.65683e+06 1
540388 6.65683e+06 3
540390 6.65683e+06 3
540394 6.65683e+06 3
540444 6.65683e+06 3
540494 6.65683e+06 3
540527 6.65683e+06 3
540577 6.65683e+06 3
540627 6.65683e+06 3
540677 6.65683e+06 3
540727 6.65683e+06 3
540777 6.65683e+06 3
540789 6.65683e+06 2
540837 6.65683e+06 2
540887 6.65683e+06 2
540906 6.65683e+06 3
540956 6.65683e+06 3
541006 6.65683e+06 3
541056 6.65683e+06 3
541106 6.65683e+06 3
541156 6.65683e+06 3
541206 6.65683e+06 3
541217 6.65683e+06 3
541267 6.65683e+06 3
