x y color
540230 6.65623e+06 1
540280 6.65623e+06 2
540330 6.65623e+06 1
540380 6.65623e+06 3
540430 6.65623e+06 1
540480 6.65623e+06 1
540530 6.65623e+06 1
540580 6.65623e+06 1
540630 6.65623e+06 1
540680 6.65623e+06 1
540730 6.65623e+06 1
540780 6.65623e+06 1
540830 6.65623e+06 1
540880 6.65623e+06 1
540930 6.65623e+06 1
540980 6.65623e+06 1
541030 6.65623e+06 1
541080 6.65623e+06 1
541130 6.65623e+06 1
541180 6.65623e+06 1
541230 6.65623e+06 1
540230 6.65654e+06 1
540280 6.65654e+06 1
540330 6.65654e+06 1
540380 6.65654e+06 1
540430 6.65654e+06 1
540480 6.65654e+06 1
540530 6.65654e+06 1
540580 6.65654e+06 1
540630 6.65654e+06 1
540680 6.65654e+06 1
540730 6.65654e+06 1
540780 6.65654e+06 1
540830 6.65654e+06 1
540880 6.65654e+06 1
540930 6.65654e+06 1
540980 6.65654e+06 1
541030 6.65654e+06 1
541080 6.65654e+06 1
541130 6.65654e+06 1
541180 6.65654e+06 1
541230 6.65654e+06 1
540230 6.65685e+06 1
540280 6.65685e+06 1
540330 6.65685e+06 1
540380 6.65685e+06 1
540430 6.65685e+06 1
540480 6.65685e+06 1
540530 6.65685e+06 1
540580 6.65685e+06 1
540630 6.65685e+06 1
540680 6.65685e+06 1
540730 6.65685e+06 1
540780 6.65685e+06 1
540830 6.65685e+06 1
540880 6.65685e+06 1
540930 6.65685e+06 1
540980 6.65685e+06 1
541030 6.65685e+06 1
541080 6.65685e+06 1
541130 6.65685e+06 1
541180 6.65685e+06 1
541230 6.65685e+06 1
540330 6.65613e+06 1
540330 6.65613e+06 2
540330 6.65615e+06 3
540330 6.65617e+06 3
540330 6.65622e+06 3
540330 6.65627e+06 3
540330 6.65632e+06 3
540330 6.65633e+06 3
540330 6.65638e+06 3
540330 6.65643e+06 3
540330 6.65648e+06 3
540330 6.65653e+06 3
540330 6.65658e+06 3
540330 6.65663e+06 3
540330 6.65668e+06 3
540330 6.65673e+06 3
540330 6.65678e+06 3
540330 6.65681e+06 3
540330 6.65686e+06 3
540330 6.65691e+06 3
540330 6.65696e+06 3
540330 6.65701e+06 3
540330 6.65703e+06 2
540330 6.65708e+06 2
540330 6.65709e+06 2
540330 6.6571e+06 2
540640 6.65613e+06 1
540640 6.65613e+06 2
540640 6.65618e+06 2
540640 6.65623e+06 2
540640 6.65628e+06 2
540640 6.65633e+06 2
540640 6.65637e+06 2
540640 6.6564e+06 2
540640 6.65641e+06 2
540640 6.65642e+06 2
540640 6.65647e+06 2
540640 6.65652e+06 2
540640 6.65657e+06 2
540640 6.65658e+06 3
540640 6.65662e+06 3
540640 6.65663e+06 3
540640 6.65664e+06 3
540640 6.65669e+06 3
540640 6.65674e+06 3
540640 6.65679e+06 3
540640 6.65684e+06 3
540640 6.65689e+06 3
540640 6.65694e+06 3
540640 6.65699e+06 3
540640 6.65704e+06 2
540640 6.65706e+06 2
540640 6.65711e+06 2
540950 6.65613e+06 1
540950 6.65613e+06 2
540950 6.65618e+06 2
540950 6.65623e+06 2
540950 6.65628e+06 2
540950 6.65633e+06 2
540950 6.65638e+06 2
540950 6.65643e+06 2
540950 6.65645e+06 2
540950 6.6565e+06 2
540950 6.65655e+06 2
540950 6.65658e+06 2
540950 6.65661e+06 2
540950 6.65666e+06 2
540950 6.65671e+06 2
540950 6.65676e+06 2
540950 6.6568e+06 3
540950 6.65685e+06 3
540950 6.6569e+06 3
540950 6.65695e+06 3
540950 6.65696e+06 3
540950 6.65701e+06 3
540950 6.65706e+06 3
540950 6.65711e+06 3
