x y color
540230 6.65623e+06 3
540230 6.65623e+06 2
540280 6.65623e+06 2
540330 6.65623e+06 2
540380 6.65623e+06 2
540430 6.65623e+06 2
540480 6.65623e+06 2
540530 6.65623e+06 2
540580 6.65623e+06 2
540630 6.65623e+06 2
540680 6.65623e+06 2
540730 6.65623e+06 2
540780 6.65623e+06 2
540830 6.65623e+06 2
540880 6.65623e+06 2
540930 6.65623e+06 2
540980 6.65623e+06 2
540289 6.65623e+06 3
540289 6.65623e+06 2
540339 6.65623e+06 2
540389 6.65623e+06 2
540439 6.65623e+06 2
540489 6.65623e+06 2
540539 6.65623e+06 2
540589 6.65623e+06 2
540639 6.65623e+06 2
540689 6.65623e+06 2
540739 6.65623e+06 2
540789 6.65623e+06 2
540839 6.65623e+06 2
540889 6.65623e+06 2
540939 6.65623e+06 2
540289 6.65623e+06 1
540339 6.65623e+06 1
540389 6.65623e+06 1
540439 6.65623e+06 1
540489 6.65623e+06 1
540539 6.65623e+06 1
540589 6.65623e+06 1
540639 6.65623e+06 1
540689 6.65623e+06 1
540739 6.65623e+06 1
540789 6.65623e+06 1
540839 6.65623e+06 1
540889 6.65623e+06 1
540939 6.65623e+06 1
540989 6.65623e+06 1
541039 6.65623e+06 1
541089 6.65623e+06 1
541139 6.65623e+06 1
541189 6.65623e+06 1
541239 6.65623e+06 1
540986 6.65623e+06 2
540986 6.65623e+06 1
541036 6.65623e+06 1
541086 6.65623e+06 1
541136 6.65623e+06 1
541186 6.65623e+06 1
541236 6.65623e+06 1
540230 6.65653e+06 3
540230 6.65653e+06 2
540280 6.65653e+06 2
540330 6.65653e+06 2
540380 6.65653e+06 2
540430 6.65653e+06 2
540480 6.65653e+06 2
540530 6.65653e+06 2
540580 6.65653e+06 2
540630 6.65653e+06 2
540680 6.65653e+06 2
540730 6.65653e+06 2
540230 6.65653e+06 1
540280 6.65653e+06 1
540330 6.65653e+06 1
540380 6.65653e+06 1
540430 6.65653e+06 1
540480 6.65653e+06 1
540530 6.65653e+06 1
540580 6.65653e+06 1
540630 6.65653e+06 1
540680 6.65653e+06 1
540730 6.65653e+06 1
540780 6.65653e+06 1
540830 6.65653e+06 1
540880 6.65653e+06 1
540930 6.65653e+06 1
540980 6.65653e+06 1
541030 6.65653e+06 1
541080 6.65653e+06 1
541130 6.65653e+06 1
541180 6.65653e+06 1
541230 6.65653e+06 1
540230 6.65653e+06 2
540280 6.65653e+06 2
540330 6.65653e+06 2
540380 6.65653e+06 2
540430 6.65653e+06 2
540480 6.65653e+06 2
540530 6.65653e+06 2
540580 6.65653e+06 2
540630 6.65653e+06 2
540680 6.65653e+06 2
540730 6.65653e+06 2
540780 6.65653e+06 2
540830 6.65653e+06 2
540880 6.65653e+06 2
540930 6.65653e+06 2
540980 6.65653e+06 2
541030 6.65653e+06 2
541080 6.65653e+06 2
541130 6.65653e+06 2
541180 6.65653e+06 2
541230 6.65653e+06 2
540582 6.65653e+06 3
540582 6.65653e+06 2
540632 6.65653e+06 2
540682 6.65653e+06 2
540732 6.65653e+06 2
540582 6.65653e+06 2
540632 6.65653e+06 2
540682 6.65653e+06 2
540732 6.65653e+06 2
540782 6.65653e+06 2
540832 6.65653e+06 2
540882 6.65653e+06 2
540932 6.65653e+06 2
540982 6.65653e+06 2
541032 6.65653e+06 2
541082 6.65653e+06 2
541132 6.65653e+06 2
541182 6.65653e+06 2
541232 6.65653e+06 2
540582 6.65653e+06 2
540632 6.65653e+06 2
540682 6.65653e+06 2
540732 6.65653e+06 2
540782 6.65653e+06 2
540582 6.65653e+06 1
540632 6.65653e+06 1
540682 6.65653e+06 1
540732 6.65653e+06 1
540782 6.65653e+06 1
540832 6.65653e+06 1
540882 6.65653e+06 1
540932 6.65653e+06 1
540982 6.65653e+06 1
541032 6.65653e+06 1
541082 6.65653e+06 1
541132 6.65653e+06 1
541182 6.65653e+06 1
541232 6.65653e+06 1
540736 6.65653e+06 2
540736 6.65653e+06 2
540786 6.65653e+06 2
540836 6.65653e+06 2
540886 6.65653e+06 2
540936 6.65653e+06 2
540986 6.65653e+06 2
541036 6.65653e+06 2
541086 6.65653e+06 2
541136 6.65653e+06 2
541186 6.65653e+06 2
541236 6.65653e+06 2
540814 6.65653e+06 1
540864 6.65653e+06 1
540914 6.65653e+06 1
540964 6.65653e+06 1
541014 6.65653e+06 1
541064 6.65653e+06 1
541114 6.65653e+06 1
541164 6.65653e+06 1
541214 6.65653e+06 1
541264 6.65653e+06 1
540814 6.65653e+06 2
540864 6.65653e+06 2
540914 6.65653e+06 2
540964 6.65653e+06 2
541014 6.65653e+06 2
541064 6.65653e+06 2
541114 6.65653e+06 2
541164 6.65653e+06 2
541214 6.65653e+06 2
541264 6.65653e+06 2
541270 6.65653e+06 2
540388 6.65683e+06 3
540388 6.65683e+06 3
540388 6.65683e+06 2
540438 6.65683e+06 2
540488 6.65683e+06 2
540538 6.65683e+06 2
540588 6.65683e+06 2
540638 6.65683e+06 2
540688 6.65683e+06 2
540738 6.65683e+06 2
540788 6.65683e+06 2
540388 6.65683e+06 2
540438 6.65683e+06 2
540488 6.65683e+06 2
540538 6.65683e+06 2
540588 6.65683e+06 2
540638 6.65683e+06 2
540688 6.65683e+06 2
540738 6.65683e+06 2
540788 6.65683e+06 2
540838 6.65683e+06 2
540888 6.65683e+06 2
540388 6.65683e+06 3
540438 6.65683e+06 3
540488 6.65683e+06 3
540538 6.65683e+06 3
540588 6.65683e+06 3
540638 6.65683e+06 3
540688 6.65683e+06 3
540738 6.65683e+06 3
540788 6.65683e+06 3
540838 6.65683e+06 3
540888 6.65683e+06 3
540388 6.65683e+06 1
540438 6.65683e+06 1
540488 6.65683e+06 1
540538 6.65683e+06 1
540588 6.65683e+06 1
540638 6.65683e+06 1
540688 6.65683e+06 1
540738 6.65683e+06 1
540788 6.65683e+06 1
540838 6.65683e+06 1
540888 6.65683e+06 1
