x y color
540230 6.65623e+06 3
540280 6.65623e+06 3
540330 6.65623e+06 3
540380 6.65623e+06 3
540430 6.65623e+06 3
540480 6.65623e+06 3
540530 6.65623e+06 3
540580 6.65623e+06 3
540630 6.65623e+06 3
540680 6.65623e+06 3
540730 6.65623e+06 3
540780 6.65623e+06 3
540830 6.65623e+06 3
540880 6.65623e+06 3
540930 6.65623e+06 3
540980 6.65623e+06 3
541030 6.65623e+06 3
541080 6.65623e+06 3
541130 6.65623e+06 3
541180 6.65623e+06 3
541230 6.65623e+06 3
540230 6.65653e+06 3
540280 6.65653e+06 3
540330 6.65653e+06 3
540380 6.65653e+06 3
540430 6.65653e+06 3
540480 6.65653e+06 3
540530 6.65653e+06 3
540580 6.65653e+06 3
540630 6.65653e+06 3
540680 6.65653e+06 3
540730 6.65653e+06 3
540780 6.65653e+06 3
540830 6.65653e+06 3
540880 6.65653e+06 3
540930 6.65653e+06 3
540980 6.65653e+06 3
541030 6.65653e+06 3
541080 6.65653e+06 3
541130 6.65653e+06 3
541180 6.65653e+06 3
541230 6.65653e+06 3
540230 6.65683e+06 3
540280 6.65683e+06 3
540330 6.65683e+06 3
540380 6.65683e+06 3
540430 6.65683e+06 3
540480 6.65683e+06 3
540530 6.65683e+06 3
540580 6.65683e+06 3
540630 6.65683e+06 3
540680 6.65683e+06 3
540730 6.65683e+06 3
540780 6.65683e+06 3
540830 6.65683e+06 3
540880 6.65683e+06 3
540930 6.65683e+06 3
540980 6.65683e+06 3
541030 6.65683e+06 3
541080 6.65683e+06 3
541130 6.65683e+06 3
541180 6.65683e+06 3
541230 6.65683e+06 3
540330 6.65613e+06 1
540330 6.65613e+06 2
540330 6.65615e+06 3
540330 6.65617e+06 3
540330 6.65622e+06 3
540330 6.65627e+06 3
540330 6.65632e+06 3
540330 6.65633e+06 3
540330 6.65638e+06 3
540330 6.65643e+06 3
540330 6.65648e+06 3
540330 6.65653e+06 3
540330 6.65658e+06 3
540330 6.65663e+06 3
540330 6.65668e+06 3
540330 6.65673e+06 3
540330 6.65678e+06 3
540330 6.65681e+06 3
540330 6.65686e+06 3
540330 6.65691e+06 3
540330 6.65696e+06 3
540330 6.65701e+06 3
540330 6.65703e+06 2
540330 6.65708e+06 2
540330 6.65709e+06 2
540330 6.6571e+06 2
540630 6.65613e+06 1
540630 6.65613e+06 2
540630 6.65618e+06 2
540630 6.65623e+06 2
540630 6.65628e+06 2
540630 6.65633e+06 2
540630 6.65636e+06 2
540630 6.65638e+06 2
540630 6.65639e+06 2
540630 6.6564e+06 2
540630 6.65645e+06 2
540630 6.6565e+06 2
540630 6.65655e+06 2
540630 6.65658e+06 3
540630 6.65663e+06 3
540630 6.65667e+06 3
540630 6.65672e+06 3
540630 6.65677e+06 3
540630 6.65682e+06 3
540630 6.65687e+06 3
540630 6.65692e+06 3
540630 6.65694e+06 3
540630 6.65699e+06 3
540630 6.65704e+06 2
540630 6.65705e+06 2
540630 6.6571e+06 2
540630 6.65711e+06 2
540630 6.65712e+06 2
540630 6.65713e+06 2
540930 6.65613e+06 1
540930 6.65613e+06 2
540930 6.65618e+06 2
540930 6.65623e+06 2
540930 6.65628e+06 2
540930 6.65633e+06 2
540930 6.65634e+06 2
540930 6.65639e+06 2
540930 6.65644e+06 2
540930 6.65645e+06 2
540930 6.6565e+06 2
540930 6.65655e+06 2
540930 6.65658e+06 2
540930 6.65661e+06 2
540930 6.65666e+06 2
540930 6.65671e+06 2
540930 6.65676e+06 2
540930 6.65681e+06 3
540930 6.65686e+06 3
540930 6.65687e+06 3
540930 6.65688e+06 3
540930 6.65689e+06 3
540930 6.65694e+06 3
540930 6.65697e+06 3
540930 6.65702e+06 3
540930 6.65707e+06 3
540930 6.65712e+06 3
