x y color
540235 6.65623e+06 3
540285 6.65623e+06 3
540335 6.65623e+06 2
540385 6.65623e+06 2
540435 6.65623e+06 2
540485 6.65623e+06 2
540535 6.65623e+06 2
540585 6.65623e+06 2
540635 6.65623e+06 2
540685 6.65623e+06 2
540735 6.65623e+06 2
540785 6.65623e+06 2
540835 6.65623e+06 2
540885 6.65623e+06 2
540935 6.65623e+06 2
540985 6.65623e+06 2
541035 6.65623e+06 1
541085 6.65623e+06 1
541135 6.65623e+06 1
541185 6.65623e+06 1
541235 6.65623e+06 1
540235 6.65654e+06 3
540285 6.65654e+06 3
540335 6.65654e+06 3
540385 6.65654e+06 3
540435 6.65654e+06 3
540485 6.65654e+06 3
540535 6.65654e+06 3
540585 6.65654e+06 3
540635 6.65654e+06 2
540685 6.65654e+06 2
540735 6.65654e+06 2
540785 6.65654e+06 2
540835 6.65654e+06 2
540885 6.65654e+06 2
540935 6.65654e+06 2
540985 6.65654e+06 2
541035 6.65654e+06 2
541085 6.65654e+06 2
541135 6.65654e+06 2
541185 6.65654e+06 2
541235 6.65654e+06 2
540235 6.65685e+06 1
540285 6.65685e+06 1
540335 6.65685e+06 1
540385 6.65685e+06 1
540435 6.65685e+06 1
540485 6.65685e+06 3
540535 6.65685e+06 3
540585 6.65685e+06 3
540635 6.65685e+06 3
540685 6.65685e+06 3
540735 6.65685e+06 3
540785 6.65685e+06 3
540835 6.65685e+06 2
540885 6.65685e+06 2
540935 6.65685e+06 3
540985 6.65685e+06 3
541035 6.65685e+06 3
541085 6.65685e+06 3
541135 6.65685e+06 3
541185 6.65685e+06 3
541235 6.65685e+06 2
